split,filepath,label,shape,color_name,color_rgb,is_training_shortcut_aligned,object_size,center_x,center_y,rotation_degrees
train_shortcut,train_shortcut/circle/train_shortcut_circle_00709_blue.png,0,circle,blue,"(31, 83, 210)",1,22,17.194,30.303,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00710_blue.png,0,circle,blue,"(55, 89, 233)",1,21,25.184,18.782,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00711_blue.png,0,circle,blue,"(61, 73, 213)",1,19,23.285,17.002,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00712_blue.png,0,circle,blue,"(55, 72, 216)",1,19,18.027,31.743,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00713_blue.png,0,circle,blue,"(48, 98, 221)",1,30,40.984,46.939,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00714_blue.png,0,circle,blue,"(56, 74, 223)",1,19,45.742,50.066,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00715_blue.png,0,circle,blue,"(30, 89, 227)",1,19,33.728,19.264,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00716_blue.png,0,circle,blue,"(43, 96, 202)",1,19,50.984,40.587,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00717_blue.png,0,circle,blue,"(51, 100, 217)",1,29,46.836,22.975,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00718_blue.png,0,circle,blue,"(33, 105, 215)",1,25,28.23,47.681,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00719_blue.png,0,circle,blue,"(47, 82, 204)",1,29,45.123,32.628,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00720_blue.png,0,circle,blue,"(43, 102, 221)",1,21,26.696,14.979,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00721_blue.png,0,circle,blue,"(40, 79, 217)",1,28,29.893,16.482,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00722_blue.png,0,circle,blue,"(44, 79, 227)",1,30,24.293,46.065,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00723_blue.png,0,circle,blue,"(57, 81, 225)",1,30,19.684,21.731,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00724_blue.png,0,circle,blue,"(32, 93, 205)",1,18,25.932,17.465,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00725_blue.png,0,circle,blue,"(61, 78, 210)",1,25,22.911,48.377,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00726_blue.png,0,circle,blue,"(49, 100, 214)",1,18,39.948,26.043,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00727_blue.png,0,circle,blue,"(35, 88, 204)",1,25,39.025,34.007,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00728_blue.png,0,circle,blue,"(61, 103, 214)",1,27,21.972,27.125,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00729_blue.png,0,circle,blue,"(56, 89, 237)",1,20,14.755,18.201,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00730_red.png,0,circle,red,"(220, 43, 61)",0,23,30.347,41.933,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00731_blue.png,0,circle,blue,"(59, 96, 213)",1,18,37.029,26.291,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00732_blue.png,0,circle,blue,"(42, 92, 206)",1,28,46.949,42.21,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00733_blue.png,0,circle,blue,"(39, 105, 233)",1,30,33.544,35.391,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00734_blue.png,0,circle,blue,"(47, 98, 222)",1,19,15.85,38.356,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00735_blue.png,0,circle,blue,"(29, 80, 213)",1,18,19.487,31.386,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00736_blue.png,0,circle,blue,"(33, 74, 238)",1,28,42.762,37.053,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00737_blue.png,0,circle,blue,"(60, 88, 205)",1,23,21.946,39.842,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00738_blue.png,0,circle,blue,"(27, 85, 233)",1,19,30.722,37.557,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00739_blue.png,0,circle,blue,"(50, 107, 228)",1,23,42.593,16.099,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00740_blue.png,0,circle,blue,"(44, 105, 204)",1,29,19.112,26.117,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00741_blue.png,0,circle,blue,"(40, 105, 208)",1,19,41.007,33.266,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00742_blue.png,0,circle,blue,"(39, 84, 235)",1,28,23.96,36.01,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00743_blue.png,0,circle,blue,"(38, 107, 237)",1,24,40.86,41.586,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00744_blue.png,0,circle,blue,"(63, 94, 231)",1,29,36.957,43.485,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00745_red.png,0,circle,red,"(212, 38, 62)",0,24,32.169,37.671,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00746_blue.png,0,circle,blue,"(61, 100, 224)",1,23,33.803,49.887,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00747_blue.png,0,circle,blue,"(50, 98, 229)",1,29,26.704,24.222,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00748_blue.png,0,circle,blue,"(61, 85, 226)",1,30,33.507,39.337,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00749_blue.png,0,circle,blue,"(50, 100, 230)",1,24,14.007,15.248,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00750_blue.png,0,circle,blue,"(45, 73, 235)",1,20,51.736,24.074,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00751_blue.png,0,circle,blue,"(46, 86, 215)",1,23,14.781,43.59,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00752_blue.png,0,circle,blue,"(44, 107, 234)",1,26,34.403,34.435,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00753_blue.png,0,circle,blue,"(33, 74, 231)",1,23,19.62,23.54,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00754_blue.png,0,circle,blue,"(42, 86, 218)",1,30,26.009,34.115,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00755_blue.png,0,circle,blue,"(63, 85, 206)",1,29,26.741,31.476,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00756_blue.png,0,circle,blue,"(58, 108, 208)",1,27,36.552,17.196,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00757_blue.png,0,circle,blue,"(63, 96, 207)",1,30,18.678,40.127,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00758_blue.png,0,circle,blue,"(49, 99, 228)",1,19,46.791,21.069,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00759_blue.png,0,circle,blue,"(27, 96, 205)",1,22,32.927,25.134,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00760_blue.png,0,circle,blue,"(63, 81, 222)",1,26,38.724,20.209,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00761_blue.png,0,circle,blue,"(52, 100, 238)",1,26,18.063,29.686,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00762_blue.png,0,circle,blue,"(52, 81, 210)",1,23,16.972,34.572,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00763_blue.png,0,circle,blue,"(30, 107, 227)",1,22,16.233,32.069,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00764_blue.png,0,circle,blue,"(35, 80, 232)",1,26,21.736,28.441,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00765_blue.png,0,circle,blue,"(63, 84, 237)",1,27,47.907,32.776,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00766_blue.png,0,circle,blue,"(42, 76, 219)",1,30,29.902,37.542,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00767_blue.png,0,circle,blue,"(63, 77, 209)",1,28,29.235,27.689,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00768_blue.png,0,circle,blue,"(39, 92, 224)",1,27,36.973,40.63,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00769_blue.png,0,circle,blue,"(37, 94, 230)",1,27,20.666,17.436,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00770_blue.png,0,circle,blue,"(41, 84, 225)",1,20,42.309,46.111,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00771_blue.png,0,circle,blue,"(34, 75, 217)",1,27,45.655,43.8,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00772_blue.png,0,circle,blue,"(45, 72, 223)",1,29,41.128,26.154,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00773_blue.png,0,circle,blue,"(57, 73, 223)",1,21,41.12,21.051,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00774_blue.png,0,circle,blue,"(61, 105, 218)",1,26,31.423,39.817,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00775_blue.png,0,circle,blue,"(36, 73, 226)",1,27,44.993,32.858,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00776_blue.png,0,circle,blue,"(43, 82, 205)",1,22,20.626,39.468,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00777_blue.png,0,circle,blue,"(44, 75, 231)",1,28,46.246,18.131,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00778_blue.png,0,circle,blue,"(44, 95, 208)",1,18,23.285,48.103,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00779_blue.png,0,circle,blue,"(51, 86, 226)",1,26,48.205,18.387,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00780_blue.png,0,circle,blue,"(47, 103, 236)",1,19,19.457,32.026,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00781_blue.png,0,circle,blue,"(56, 107, 203)",1,18,21.39,33.235,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00782_blue.png,0,circle,blue,"(48, 103, 227)",1,29,21.71,27.403,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00783_blue.png,0,circle,blue,"(49, 94, 221)",1,21,50.848,50.186,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00784_blue.png,0,circle,blue,"(44, 75, 218)",1,24,46.054,43.335,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00785_blue.png,0,circle,blue,"(28, 107, 219)",1,21,18.765,47.093,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00786_blue.png,0,circle,blue,"(35, 77, 226)",1,26,47.661,35.823,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00787_blue.png,0,circle,blue,"(41, 98, 217)",1,27,20.888,47.057,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00788_blue.png,0,circle,blue,"(48, 100, 236)",1,20,20.27,17.543,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00789_red.png,0,circle,red,"(236, 39, 35)",0,22,39.164,47.148,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00790_blue.png,0,circle,blue,"(35, 99, 211)",1,28,45.857,45.348,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00791_blue.png,0,circle,blue,"(47, 76, 237)",1,26,47.252,19.025,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00792_red.png,0,circle,red,"(222, 36, 28)",0,30,26.561,46.187,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00793_blue.png,0,circle,blue,"(53, 91, 230)",1,29,45.013,43.824,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00794_blue.png,0,circle,blue,"(44, 81, 214)",1,19,17.262,13.048,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00795_blue.png,0,circle,blue,"(44, 108, 216)",1,27,23.43,37.996,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00796_blue.png,0,circle,blue,"(49, 77, 232)",1,20,32.093,36.188,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00797_blue.png,0,circle,blue,"(50, 83, 226)",1,25,31.111,20.569,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00798_blue.png,0,circle,blue,"(41, 74, 228)",1,30,46.064,44.763,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00799_blue.png,0,circle,blue,"(53, 86, 214)",1,30,23.137,22.312,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00800_blue.png,0,circle,blue,"(55, 103, 222)",1,25,45.178,29.537,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00801_blue.png,0,circle,blue,"(29, 96, 222)",1,24,36.014,40.729,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00802_blue.png,0,circle,blue,"(61, 105, 204)",1,26,18.717,30.535,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00803_blue.png,0,circle,blue,"(29, 87, 235)",1,26,28.451,39.996,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00804_blue.png,0,circle,blue,"(62, 96, 235)",1,30,35.919,18.479,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00805_blue.png,0,circle,blue,"(45, 100, 227)",1,22,42.4,23.865,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00806_blue.png,0,circle,blue,"(37, 99, 220)",1,27,45.409,38.078,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00807_blue.png,0,circle,blue,"(36, 101, 230)",1,19,40.906,16.527,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00808_red.png,0,circle,red,"(236, 35, 52)",0,24,25.645,14.897,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00809_red.png,0,circle,red,"(231, 39, 56)",0,19,22.003,39.669,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00810_blue.png,0,circle,blue,"(37, 79, 207)",1,19,40.249,37.363,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00811_blue.png,0,circle,blue,"(32, 105, 226)",1,29,40.732,32.35,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00812_blue.png,0,circle,blue,"(37, 96, 237)",1,24,15.581,20.152,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00813_blue.png,0,circle,blue,"(48, 108, 211)",1,20,46.753,19.155,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00814_blue.png,0,circle,blue,"(30, 98, 221)",1,22,40.746,49.517,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00815_blue.png,0,circle,blue,"(45, 83, 209)",1,20,50.417,12.141,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00816_blue.png,0,circle,blue,"(43, 72, 231)",1,25,44.084,33.479,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00817_blue.png,0,circle,blue,"(27, 103, 217)",1,21,35.377,31.077,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00818_blue.png,0,circle,blue,"(53, 100, 207)",1,27,35.203,23.831,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00819_blue.png,0,circle,blue,"(62, 89, 237)",1,21,14.859,18.634,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00820_blue.png,0,circle,blue,"(49, 74, 211)",1,18,39.014,46.197,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00821_blue.png,0,circle,blue,"(46, 93, 207)",1,18,15.573,52.737,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00822_blue.png,0,circle,blue,"(37, 90, 238)",1,30,33.865,45.989,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00823_blue.png,0,circle,blue,"(50, 74, 207)",1,30,25.979,28.057,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00824_red.png,0,circle,red,"(226, 31, 54)",0,26,17.207,31.008,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00825_blue.png,0,circle,blue,"(34, 89, 223)",1,26,29.068,22.135,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00826_blue.png,0,circle,blue,"(40, 75, 208)",1,27,39.351,36.127,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00827_blue.png,0,circle,blue,"(32, 102, 220)",1,24,35.918,25.394,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00828_blue.png,0,circle,blue,"(60, 108, 224)",1,20,36.572,31.856,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00829_red.png,0,circle,red,"(233, 58, 38)",0,27,23.447,25.296,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00830_blue.png,0,circle,blue,"(39, 72, 209)",1,18,30.525,44.463,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00831_blue.png,0,circle,blue,"(40, 98, 228)",1,18,25.019,34.537,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00832_red.png,0,circle,red,"(215, 27, 39)",0,29,25.449,40.706,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00833_blue.png,0,circle,blue,"(46, 91, 234)",1,26,26.013,15.208,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00834_blue.png,0,circle,blue,"(48, 93, 227)",1,29,34.068,45.803,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00835_blue.png,0,circle,blue,"(38, 84, 223)",1,23,47.202,31.248,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00836_blue.png,0,circle,blue,"(57, 74, 210)",1,25,20.283,30.661,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00837_blue.png,0,circle,blue,"(61, 93, 231)",1,30,41.425,44.834,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00838_blue.png,0,circle,blue,"(30, 105, 221)",1,27,39.199,26.096,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00839_blue.png,0,circle,blue,"(61, 73, 215)",1,27,37.936,41.585,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00840_blue.png,0,circle,blue,"(49, 76, 211)",1,22,44.948,25.888,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00841_blue.png,0,circle,blue,"(51, 106, 212)",1,27,35.382,21.996,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00842_blue.png,0,circle,blue,"(34, 91, 222)",1,29,17.949,29.416,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00843_blue.png,0,circle,blue,"(58, 87, 225)",1,25,43.202,25.289,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00844_blue.png,0,circle,blue,"(60, 91, 213)",1,19,26.969,13.496,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00845_blue.png,0,circle,blue,"(39, 77, 230)",1,26,15.848,31.411,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00846_blue.png,0,circle,blue,"(59, 81, 214)",1,23,47.251,40.368,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00847_blue.png,0,circle,blue,"(60, 91, 222)",1,20,42.779,15.93,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00848_blue.png,0,circle,blue,"(60, 80, 215)",1,29,18.097,28.628,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00849_blue.png,0,circle,blue,"(60, 79, 202)",1,22,48.429,39.108,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00850_blue.png,0,circle,blue,"(32, 93, 231)",1,18,15.33,43.18,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00851_red.png,0,circle,red,"(221, 28, 63)",0,30,26.364,43.764,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00852_blue.png,0,circle,blue,"(47, 84, 214)",1,22,23.513,25.128,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00853_blue.png,0,circle,blue,"(55, 79, 219)",1,20,18.3,16.578,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00854_red.png,0,circle,red,"(237, 59, 33)",0,21,33.616,33.876,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00855_blue.png,0,circle,blue,"(44, 81, 220)",1,27,23.834,18.28,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00856_blue.png,0,circle,blue,"(48, 106, 230)",1,18,16.463,30.771,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00857_blue.png,0,circle,blue,"(30, 78, 226)",1,18,14.617,27.461,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00858_blue.png,0,circle,blue,"(55, 94, 221)",1,23,43.428,39.664,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00859_blue.png,0,circle,blue,"(61, 77, 231)",1,27,20.217,42.011,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00860_blue.png,0,circle,blue,"(56, 78, 231)",1,22,39.01,39.988,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00861_blue.png,0,circle,blue,"(56, 102, 216)",1,21,18.461,47.037,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00862_blue.png,0,circle,blue,"(43, 95, 227)",1,20,39.985,38.607,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00863_blue.png,0,circle,blue,"(47, 101, 233)",1,18,13.745,15.741,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00864_blue.png,0,circle,blue,"(57, 101, 212)",1,22,42.182,35.969,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00865_blue.png,0,circle,blue,"(35, 104, 208)",1,24,43.432,42.683,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00866_blue.png,0,circle,blue,"(47, 107, 206)",1,30,26.064,30.829,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00867_blue.png,0,circle,blue,"(53, 87, 217)",1,26,20.407,31.401,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00868_blue.png,0,circle,blue,"(31, 93, 215)",1,29,34.729,40.529,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00869_blue.png,0,circle,blue,"(54, 108, 223)",1,26,38.601,20.885,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00870_blue.png,0,circle,blue,"(31, 108, 233)",1,19,35.687,30.516,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00871_blue.png,0,circle,blue,"(62, 78, 230)",1,20,24.321,28.232,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00872_red.png,0,circle,red,"(208, 51, 47)",0,25,36.93,17.09,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00873_blue.png,0,circle,blue,"(40, 80, 202)",1,30,21.402,21.476,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00874_blue.png,0,circle,blue,"(61, 90, 226)",1,27,34.494,22.261,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00875_blue.png,0,circle,blue,"(47, 91, 238)",1,30,44.396,26.137,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00876_blue.png,0,circle,blue,"(54, 94, 207)",1,27,16.26,47.565,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00877_blue.png,0,circle,blue,"(52, 80, 220)",1,18,26.507,34.053,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00878_blue.png,0,circle,blue,"(30, 72, 237)",1,23,17.949,24.16,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00879_blue.png,0,circle,blue,"(28, 87, 229)",1,29,34.705,35.756,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00880_blue.png,0,circle,blue,"(51, 97, 226)",1,24,33.624,37.85,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00881_blue.png,0,circle,blue,"(57, 80, 214)",1,26,28.076,46.432,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00882_blue.png,0,circle,blue,"(53, 81, 220)",1,28,20.018,16.371,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00883_blue.png,0,circle,blue,"(28, 81, 233)",1,28,29.976,47.687,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00884_blue.png,0,circle,blue,"(32, 80, 228)",1,25,45.382,38.643,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00885_blue.png,0,circle,blue,"(54, 83, 231)",1,26,29.42,42.882,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00886_blue.png,0,circle,blue,"(51, 94, 216)",1,20,28.991,12.297,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00887_blue.png,0,circle,blue,"(58, 87, 234)",1,22,28.612,33.754,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00888_blue.png,0,circle,blue,"(50, 74, 204)",1,27,31.465,27.795,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00889_red.png,0,circle,red,"(232, 32, 36)",0,29,38.939,46.507,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00890_blue.png,0,circle,blue,"(44, 101, 235)",1,19,32.934,36.403,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00891_blue.png,0,circle,blue,"(42, 102, 206)",1,28,36.278,41.539,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00892_blue.png,0,circle,blue,"(46, 75, 223)",1,26,41.47,30.942,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00893_blue.png,0,circle,blue,"(59, 102, 238)",1,29,26.945,27.587,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00894_blue.png,0,circle,blue,"(45, 90, 212)",1,18,40.192,36.101,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00895_blue.png,0,circle,blue,"(46, 108, 218)",1,18,37.431,35.282,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00896_blue.png,0,circle,blue,"(63, 75, 220)",1,30,39.121,17.819,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00897_blue.png,0,circle,blue,"(58, 77, 210)",1,26,17.613,41.648,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00898_red.png,0,circle,red,"(218, 35, 44)",0,22,45.599,13.54,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00899_blue.png,0,circle,blue,"(34, 83, 211)",1,28,30.293,41.851,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00900_blue.png,0,circle,blue,"(43, 87, 233)",1,20,43.975,46.481,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00901_blue.png,0,circle,blue,"(48, 77, 211)",1,27,45.886,20.933,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00902_blue.png,0,circle,blue,"(58, 98, 226)",1,21,38.105,40.588,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00903_blue.png,0,circle,blue,"(37, 85, 238)",1,29,42.255,18.63,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00904_blue.png,0,circle,blue,"(43, 79, 205)",1,20,30.561,31.049,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00905_blue.png,0,circle,blue,"(57, 106, 216)",1,24,38.606,28.043,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00906_blue.png,0,circle,blue,"(43, 81, 235)",1,24,14.427,47.38,0.0
train_shortcut,train_shortcut/circle/train_shortcut_circle_00907_blue.png,0,circle,blue,"(55, 96, 222)",1,26,38.218,16.395,0.0
